,clTrackID,timepoint,rel_time,rel_r,r_squared,circle_radius,radius_velocity,radius_acceleration,wave_centroid,cell_density,ca_avg_sig,split,trackable,drug_name,drug_dose,volunteer_ID,wave_ID,image_ID,real_time
414,70,249,36,289.52865608463014,83826.84269417204,385.3701858539926,-0.0132812536022527,0.0035883463819055,[177.61074515 248.91440158],3415.36688486167,368.09115422629026,1.0,True,,,8,46-70,46,180.0
415,70,250,37,289.468147773479,83791.80857540868,385.30967754284154,-0.0015946026515848,0.0004604653350321,[177.36285363 248.93279669],3424.1959246329625,367.2576060332603,1.0,True,,,8,46-70,46,185.0
416,70,251,38,289.5127100581143,83817.60928519376,385.3542398274768,-0.0086766002519311,-0.0006320322251622,[177.36980574 248.81143707],3419.781404747316,367.1504232736023,1.0,True,,,8,46-70,46,190.0
417,70,252,39,289.3813817709597,83741.58411566993,385.22291154032223,-0.007914924903207,-0.0036531361517285,[177.64985249 248.4775058 ],3409.4808583474746,366.88697305659406,1.0,True,,,8,46-70,46,195.0
418,70,253,40,289.4335608090822,83771.7861226247,385.2750905784447,-0.0452079617692163,-0.0067373028081533,[177.86129189 248.21713586],3425.667431261511,365.234497872889,1.0,True,,,8,46-70,46,200.0
419,70,254,41,288.9293021532676,83480.14164277421,384.77083192263007,-0.0752879529847405,0.0009409483158731,[178.05706347 247.92480288],3418.309898118768,365.19304069442654,1.0,True,,,8,46-70,46,205.0
420,70,255,42,288.6806812792348,83336.53574384315,384.5222110485973,-0.035798478610485,0.0041882117851906,[178.14243273 247.7181054 ],3438.91099091845,364.1494778909372,1.0,True,,,8,46-70,46,210.0
421,70,256,43,288.5713173671627,83273.40520701974,384.4128471365252,-0.0334058351328337,-0.0007598608738146,[178.29980109 247.55517501],3424.1959246329625,363.15457006574707,1.0,True,,,8,46-70,46,215.0
422,70,257,44,288.3466229279064,83143.77495392825,384.18815269726895,-0.0433970873486316,0.0002339316879391,[178.51554028 247.39780786],3418.309898118768,362.88906793863606,1.0,True,,,8,46-70,46,220.0
423,70,258,45,288.13734649367643,83023.13044441695,383.9788762630389,-0.0310665182534421,0.0024331411813312,[178.72548937 247.23714384],3427.13893789006,362.5716127368828,1.0,True,,,8,46-70,46,225.0
424,70,259,46,288.035957745372,82964.71295429372,383.8774875147345,-0.0190656755353188,0.0010920124386507,[178.81102516 247.16681753],3402.123325204731,362.0528125134287,1.0,True,,,8,46-70,46,230.0
425,70,260,47,287.94668973832324,82913.29613125819,383.7882195076857,-0.0201463938669348,-0.0019268148565015,[178.88008774 247.07891428],3394.765792061987,363.2884706286795,1.0,True,,,8,46-70,46,235.0
426,70,261,48,287.83449380670265,82848.69582496074,383.6760235760652,-0.0383338241003343,0.0015096222054285,[179.12495551 246.73026502],3396.237298690536,362.66724678784755,1.0,True,,,8,46-70,46,240.0
427,70,262,49,287.5633514973199,82692.68112437116,383.4048812666824,-0.0050501718126497,0.002528759836108,[179.24269019 246.36816136],3375.636205890853,362.7967104980448,1.0,True,,,8,46-70,46,245.0
428,70,263,50,287.78399208857616,82819.62610243766,383.6255218579387,-0.0130462257392537,-0.0032280815902566,[179.35023906 246.23982721],3378.579219147951,361.7209187400627,1.0,True,,,8,46-70,46,250.0
429,70,264,51,287.43288923992736,82617.66581681235,383.27441900928983,-0.0373309877152166,0.0007722952323149,[179.54205098 245.85194311],3382.993739033597,360.935069399682,1.0,True,,,8,46-70,46,255.0
430,70,265,52,287.41068221142405,82604.90024923618,383.2522119807865,-0.0053232734161042,0.000944797476684,[179.69230769 245.69230769],3377.107712519402,362.5672940569808,1.0,True,,,8,46-70,46,260.0
431,70,266,53,287.3796565057663,82587.06697337223,383.2211862751288,-0.0278830129483765,-0.0044237611349103,[179.91123528 245.50888397],3350.6205932055245,361.0701302049761,1.0,True,,,8,46-70,46,265.0
432,70,267,54,287.1318520819402,82444.7004800052,382.97338185130275,-0.0495608847652079,-0.0043355743633662,[180.07124831 245.51549716],3394.765792061987,362.45471831893775,1.0,True,,,8,46-70,46,270.0
433,71,268,0,0.0,0.0,107.18742988007637,0.5769615114125571,-0.0730453203105989,[228.13248244 194.68668186],3380.0507257765,407.8445549604693,0.0,True,,,8,46-71,46,0.0
434,71,269,1,2.8848075570628,8.322114641286557,110.07223743713917,0.2117349098595625,-0.0309719674155273,[227.96936256 195.98777445],3357.978126348268,414.4391736801836,0.0,True,,,8,46-71,46,5.0
435,71,270,2,2.117349098595639,4.4831672053237055,109.304778978672,0.2672418372572835,0.0605170734134132,[228.44721412 195.60446384],3378.579219147951,418.6295906656465,0.0,True,,,8,46-71,46,10.0
436,71,271,3,5.557225929635635,30.88276003301449,112.744655809712,0.8169056439936953,0.1438221119091891,[234.23322848 193.81232445],3387.4082589192435,424.3189237439429,0.0,True,,,8,46-71,46,15.0
437,71,272,4,10.286405538532577,105.81013890315369,117.47383541860894,1.7054629563491743,0.1235338672999996,[231.47897447 195.17000823],3403.59483183328,428.0742476409079,0.0,True,,,8,46-71,46,20.0
438,71,273,5,22.611855493127365,511.2960088420742,129.79928537320373,2.052244316993692,0.0059708570945017,[231.87389435 196.41174174],3424.1959246329625,431.2033282325937,0.0,True,,,8,46-71,46,25.0
439,71,274,6,30.808848708469498,949.1851587413628,137.99627858854586,1.7651715272941917,-0.0196171282702245,[232.59280947 197.28917367],3421.2529113758646,433.6062229023208,0.0,True,,,8,46-71,46,30.0
440,71,275,7,40.26357076606928,1621.155130834269,147.45100064614564,1.8560730342914469,0.0153401159840967,[233.59190731 198.6472902 ],3387.4082589192435,432.3111769956644,0.0,True,,,8,46-71,46,35.0
441,71,276,8,49.369579051383965,2437.3553357108503,156.55700893146033,1.9185726871351592,-0.0347143013773526,[231.26248873 199.73460322],3400.6518185761824,434.9920938536088,0.0,True,,,8,46-71,46,40.0
442,71,277,9,59.44929763742087,3534.2189895826546,166.63672751749723,1.50893002051792,-0.0716278834736832,[232.0325839  202.15484877],3396.237298690536,432.6522251976537,1.0,True,,,8,46-71,46,45.0
443,71,278,10,64.45887925656316,4154.947115012189,171.64630913663953,1.202293852398327,-0.0014670570653583,[232.70048615 203.7924113 ],3382.993739033597,426.3316118337159,1.0,True,,,8,46-71,46,50.0
444,71,279,11,71.47223616140414,5108.280541911526,178.6596660414805,1.494259449864336,0.0106171796623363,[231.62290569 205.53475823],3396.237298690536,428.719714358582,1.0,True,,,8,46-71,46,55.0
445,71,280,12,79.40147375520652,6304.59403449875,186.5889036352829,1.3084656490216902,-0.0554466507636198,[230.88989923 206.92791496],3391.82277880489,427.5048457026269,1.0,True,,,8,46-71,46,60.0
446,71,281,13,84.55689265162104,7149.868094897764,191.7443225316974,0.939792942228138,-0.0803153833440791,[231.39587072 208.71428272],3394.765792061987,428.4759946442234,1.0,True,,,8,46-71,46,65.0
447,71,282,14,88.7994031774879,7885.334004678049,195.98683305756427,0.5053118155808989,-0.0858096706095631,[229.71493124 211.0325174 ],3387.4082589192435,428.7991264983423,1.0,True,,,8,46-71,46,70.0
448,71,283,15,89.61001080743003,8029.954036907727,196.7974406875064,0.0816962361325067,-0.0352840438546857,[229.68429661 211.70962529],3393.2942854334383,424.8104118847233,1.0,True,,,8,46-71,46,75.0
449,71,284,16,89.616365538813,8031.092972386145,196.80379541888937,0.1524713770340412,0.0228249757201143,[228.94227268 213.15346485],3380.0507257765,427.686272634532,1.0,True,,,8,46-71,46,80.0
450,71,285,17,91.13472457777044,8305.538023866076,198.3221544578468,0.3099459933336504,0.0416964055760493,[228.29472015 214.90049239],3381.5222324050483,430.38969650599336,1.0,True,,,8,46-71,46,85.0
451,71,286,18,92.71582547214948,8596.224292982082,199.90325535222584,0.5694354327945348,0.0471019714800445,[227.60048716 216.14343619],3350.6205932055245,428.58173935220606,1.0,True,,,8,46-71,46,90.0
452,71,287,19,96.82907890571579,9375.870521729334,204.01650878579215,0.7809657081340958,0.0106614889902237,[226.97075843 217.30841343],3391.82277880489,427.23932032644734,1.0,True,,,8,46-71,46,95.0
453,71,288,20,100.52548255349043,10105.37264261211,207.7129124335668,0.6760503226967728,-0.0167779810547784,[225.78585163 218.84281551],3366.807166119561,424.5659908186687,1.0,True,,,8,46-71,46,100.0
454,71,289,21,103.58958213268352,10730.801526423984,210.77701201275988,0.613185897586311,-0.0108032580023174,[224.92309182 219.83510632],3335.9055269200367,418.56921066054576,1.0,True,,,8,46-71,46,105.0
455,71,290,22,106.65734152935354,11375.788502109164,213.8447714094299,0.5680177426735981,-0.00121282330902,[223.80919549 220.8934801 ],3338.8485401771345,415.573195613364,1.0,True,,,8,46-71,46,110.0
456,71,291,23,109.26975955941947,11939.880354173349,216.45718943949583,0.6010576644961105,0.0111613980305432,[223.74749228 221.79735331],3352.092099834073,414.40171512369295,1.0,True,,,8,46-71,46,115.0
457,71,292,24,112.66791817431468,12694.059785734062,219.85534805439104,0.6796317229790304,0.0157148116965839,[223.07394048 222.82594057],3344.7345666913293,412.7275886253507,1.0,True,,,8,46-71,46,120.0
458,1,50,0,0.0,0.0,44.10222019488855,3.3066543005238413,0.0218061273427107,[233.16157356 235.43820709],5004.594043694329,378.0619523794013,0.0,True,,,8,47-1,47,0.0
459,1,51,1,16.533271502619208,273.3490665793204,60.63549169750776,3.415684937237395,0.1937801075200157,[226.10074211 232.68136903],5036.967189522402,381.9948210156021,0.0,True,,,8,47-1,47,5.0
460,1,52,2,34.15684937237395,1166.6903590470426,78.2590695672625,5.244455375723999,0.1372441012211647,[221.50783613 239.24858621],5076.697868493219,394.0983681313312,0.0,True,,,8,47-1,47,10.0
461,1,53,3,68.9778252598592,4757.94037757967,113.08004545474776,4.788125949449042,-0.30494994176236,[219.55395777 234.57912316],5119.3715607211325,410.6682844207029,0.0,True,,,8,47-1,47,15.0
462,1,54,4,82.03810886686438,6730.2513064514915,126.14032906175292,2.1949559581003983,-0.307198248283074,[222.28939705 236.19319394],5169.40278609179,425.64193348750854,0.0,True,,,8,47-1,47,20.0
463,1,55,5,90.92738484086317,8267.789313998433,135.02960503575173,1.7161434666183013,-0.0163609211534431,[222.75       235.20833333],5213.5479849482535,441.8407543728217,0.0,True,,,8,47-1,47,25.0
464,1,56,6,99.19954353304735,9840.549437164962,143.3017637279359,2.031346746565967,0.0233363320150273,[222.22243656 236.07193259],5241.506610890679,453.1345558776587,0.0,True,,,8,47-1,47,30.0
465,1,57,7,111.24085230652284,12374.527221881628,155.3430725014114,1.9495067867685747,-0.0603295701230891,[221.78218368 237.63456122],5254.750170547619,457.3444513208039,0.0,True,,,8,47-1,47,35.0
466,1,58,8,118.69461140073312,14088.410775571045,162.79683159562168,1.4280510453350757,-0.0493993088532107,[222.0758898  237.70254831],5315.081942318117,458.97791602879386,0.0,True,,,8,47-1,47,40.0
467,1,59,9,125.5213627598736,15755.612509095785,169.62358295476216,1.4555136982364671,0.0127183565909891,[221.98381572 238.66051674],5343.040568260544,456.12146184163385,1.0,True,,,8,47-1,47,45.0
468,1,60,10,133.2497483830978,17755.495444158874,177.35196857798636,1.5552346112449669,-0.0138657463498947,[222.29658432 238.78204929],5340.097555003446,454.3718119930947,1.0,True,,,8,47-1,47,50.0
469,1,61,11,141.0737088723233,19901.79133499302,185.17592906721185,1.31685623473752,-0.0550755350975634,[222.27187972 239.75556435],5384.2427538599095,444.6936581870297,1.0,True,,,8,47-1,47,55.0
470,1,62,12,146.418310730473,21438.321717165345,190.52053092536156,1.004479260269332,-0.040786534715969,[222.31168831 240.43181818],5382.771247231361,437.6289697403993,1.0,True,,,8,47-1,47,60.0
471,1,63,13,151.11850147501661,22836.80148805459,195.22072166990517,0.9089908875778292,0.0048577231360204,[222.67171636 241.43936491],5398.957820145397,430.0404547083157,1.0,True,,,8,47-1,47,65.0
472,1,64,14,155.5082196062513,24182.806365106077,199.61043980113985,1.0530564916295362,0.0282186884552308,[222.23644094 242.92023681],5412.201379802336,422.5411224390085,1.0,True,,,8,47-1,47,70.0
473,1,65,15,161.64906639131195,26130.420665182777,205.7512865862005,1.1911777721301378,-0.0398544607115329,[222.33907849 244.32599452],5415.144393059433,415.90896062017526,1.0,True,,,8,47-1,47,75.0
474,1,66,16,167.41999732755264,28029.45550515774,211.5222175224412,0.654511884514207,-0.097162068041236,[222.17016984 244.98031217],5426.916446087824,407.4956516074394,1.0,True,,,8,47-1,47,80.0
475,1,67,17,168.194185236454,28289.28394735461,212.29640543134255,0.2195570917177775,-0.0381262048559523,[223.05368604 245.39617296],5421.030419573628,401.0066447346992,1.0,True,,,8,47-1,47,85.0
476,1,68,18,169.61556824473044,28769.44099098281,213.717788439619,0.2732498359546838,0.0045494678379722,[222.79032806 246.55067248],5428.387952716373,395.9949838767467,1.0,True,,,8,47-1,47,90.0
477,1,69,19,170.92668359600088,29215.93116512739,215.02890379088944,0.2650517700975001,-0.0139309600984225,[222.58298575 247.56563191],5388.657273745555,397.9296439855379,1.0,True,,,8,47-1,47,95.0
478,1,70,20,172.26608594570544,29675.604367053173,216.368306140594,0.1339402349704585,-0.0248964006401917,[222.55580216 247.76738152],5412.201379802336,406.6696198820885,1.0,True,,,8,47-1,47,100.0
479,1,71,21,172.26608594570544,29675.604367053173,216.368306140594,0.0160877636955831,-0.0136539291392173,[222.55580216 247.76738152],5391.600287002653,415.6816390345591,1.0,True,,,8,47-1,47,105.0
480,1,72,22,172.42696358266127,29731.057770336396,216.52918377754983,-0.0025990564217153,-0.0017017231854916,[222.77809442 247.78698766],5388.657273745555,437.7147975635973,1.0,True,,,8,47-1,47,110.0
481,1,73,23,172.2400953814883,29666.65045702418,216.34231557637685,-0.0009294681593331,-0.0006230735210425,[222.71231619 247.85053612],5370.999194202971,446.53027588677895,1.0,True,,,8,47-1,47,115.0
482,1,74,24,172.41766890106794,29727.85254927829,216.5198890959565,-0.0088297916321408,-0.0016722839156403,[222.92917707 248.16961511],5382.771247231361,453.33718771375527,1.0,True,,,8,47-1,47,120.0
483,1,75,25,172.15179746516688,29636.24137048784,216.25401766005544,-0.0176523073157369,0.0035657872774325,[222.95207657 248.55041341],5378.356727345715,454.07224520373927,1.0,True,,,8,47-1,47,125.0
484,1,76,26,172.24114582791057,29667.012316111555,216.34336602279913,0.0268280811421846,0.0027574384257394,[223.10878335 248.83419231],5353.341114660386,450.1777466532035,1.0,True,,,8,47-1,47,130.0
485,1,77,27,172.42007827658873,29728.683392904983,216.52229847147728,0.0099220769416575,-0.0055268680069519,[223.21097234 248.87136613],5329.797008603606,437.71118204618745,1.0,True,,,8,47-1,47,135.0
486,1,78,28,172.34036659732715,29701.20195890111,216.4425867922157,-0.0284405989273352,0.0084611157548994,[223.21621043 248.98329996],5350.398101403288,428.72212631510376,1.0,True,,,8,47-1,47,140.0
487,1,79,29,172.13567228731537,29630.689673806035,216.23789248220393,0.0945332344906518,0.0154023040090297,[223.22973798 249.27237346],5338.626048374898,422.00048858343376,1.0,True,,,8,47-1,47,145.0
488,1,80,30,173.2856989422337,30027.93345789844,217.38791913712225,0.1255824411629618,-0.012491550783165,[222.93875556 250.05888613],5310.667422432472,414.3894335689391,1.0,True,,,8,47-1,47,150.0
489,1,81,31,173.391496698945,30064.61112750025,217.49371689383355,-0.0303822733409987,-0.0157930981770968,[223.73811551 250.273567  ],5295.952356146984,407.1131884954888,1.0,True,,,8,47-1,47,155.0
490,1,82,32,172.98187620882368,29922.7294967248,217.08409640371224,-0.0323485406080067,0.0047609290149247,[223.34192014 250.42270249],5301.838382661179,401.42812937689325,1.0,True,,,8,47-1,47,160.0
491,1,83,33,173.06801129286492,29952.53653286722,217.17023148775348,0.0172270168082491,0.0099151114832511,[222.75       250.91666667],5293.009342889886,393.2540959577864,1.0,True,,,8,47-1,47,165.0
492,2,69,0,0.0,0.0,47.25986637141962,5.634067678824849,-0.00952510849112,[220.94166667 228.25      ],5388.657273745555,380.41996993847874,0.0,True,,,8,47-2,47,0.0
493,2,70,1,28.170338394124244,793.5679652394705,75.43020476554386,5.586442136369248,0.0978184345858946,[212.87506526 237.26392286],5412.201379802336,385.0809738534676,0.0,True,,,8,47-2,47,5.0
494,2,71,2,55.864421363692486,3120.833574300181,103.1242877351121,6.612252024683795,0.1047031448385012,[205.57619071 235.07283636],5391.600287002653,389.00001747762866,0.0,True,,,8,47-2,47,10.0
495,2,72,3,94.2928586409622,8891.14319068448,141.5527250123818,6.6334735847542605,-0.0945705588931289,[207.37225339 234.86703854],5388.657273745555,401.5980669742729,0.0,True,,,8,47-2,47,15.0
496,2,73,4,122.19915721123509,14932.634023136148,169.4590235826547,5.6665464357525055,-0.2140982004823484,[204.00976156 240.10450837],5370.999194202971,406.91294393176736,0.0,True,,,8,47-2,47,20.0
497,2,74,5,150.95832299848723,22788.4152825156,198.21818936990687,4.4924915799307765,-0.2527112759293098,[203.27954633 242.5521278 ],5382.771247231361,411.21560402684565,0.0,True,,,8,47-2,47,25.0
498,2,75,6,167.12407301054287,27930.455779633263,214.38393938196248,3.139433676459407,-0.1656387778094028,[201.67616837 245.37604735],5378.356727345715,414.268211689038,0.0,True,,,8,47-2,47,30.0
499,2,76,7,182.35265976308136,33252.492522670094,229.61252613450097,2.836103801836748,-0.0604888919900551,[202.11879628 245.87782589],5353.341114660386,414.5991331096197,0.0,True,,,8,47-2,47,35.0
500,2,77,8,195.48511102891035,38214.42863398541,242.74497740032996,2.534544756558856,-0.0672419007740018,[201.11992299 247.56080516],5329.797008603606,410.2704837807606,1.0,True,,,8,47-2,47,40.0
501,2,78,9,207.6981073286699,43138.50378791168,254.9579737000895,2.16368479409673,-0.1033111351486926,[201.5755189  249.30025516],5350.398101403288,407.3583438199105,1.0,True,,,8,47-2,47,45.0
502,2,79,10,217.12195896987765,47141.94506691724,264.38182534129726,1.5014334050719298,-0.1163146848164501,[200.79737847 251.97440788],5338.626048374898,405.1940366331097,1.0,True,,,8,47-2,47,50.0
503,2,80,11,222.7124413793892,49600.831545167865,269.9723077508088,1.0005379459322286,-0.0458479714059455,[200.04007388 254.43495903],5310.667422432472,402.7219484060402,1.0,True,,,8,47-2,47,55.0
504,2,81,12,227.12733842919994,51586.827861932325,274.38720480061954,1.042953691012474,0.0118393022121852,[197.53509537 257.10805091],5295.952356146984,399.1920616610738,1.0,True,,,8,47-2,47,60.0
505,2,82,13,233.14197828951393,54355.18204074819,280.40184466093353,1.1189309680540815,-0.0071986106327915,[195.8486076  259.62040291],5301.838382661179,396.8459347035794,1.0,True,,,8,47-2,47,65.0
506,2,83,14,238.31664810974075,56794.824766262,285.57651448116036,0.9709675846845583,-0.0211485194194238,[193.93319969 261.66342771],5293.009342889886,392.923360598434,1.0,True,,,8,47-2,47,70.0
507,2,84,15,242.8516541363595,58976.925916765984,290.1115205077791,0.9074457738598426,-0.0334631613239656,[191.94691948 263.27694928],5313.610435689569,388.9494546979866,1.0,True,,,8,47-2,47,75.0
508,2,85,16,247.39110584833918,61202.35925286416,294.6509722197588,0.6363359714449018,-0.0535020342767688,[190.42818985 264.74606167],5303.309889289728,386.05024818232664,1.0,True,,,8,47-2,47,80.0
509,2,86,17,249.21501385080853,62108.12312865869,296.47488022222814,0.3724254310921537,-0.0371360072738269,[188.7879774  266.97963545],5267.993730204557,382.48073965324386,1.0,True,,,8,47-2,47,85.0
510,2,87,18,251.11536015926072,63058.92410791523,298.3752265306803,0.2649758987066321,-0.0234326837029692,[187.57971905 268.67494851],5257.693183804716,380.6761919742729,1.0,True,,,8,47-2,47,90.0
511,2,88,19,251.86477283787485,63435.863796674304,299.12463920929446,0.1380985940624612,-0.0201818572505584,[187.47200615 269.29006912],5272.408250090204,379.0983815715884,1.0,True,,,8,47-2,47,95.0
512,2,89,20,252.49634609988533,63754.40479379308,299.75621247130493,0.0631573262010476,-0.0138098594062461,[187.13577885 270.06849639],5250.335650661972,377.0306907158837,1.0,True,,,8,47-2,47,100.0
513,2,90,21,252.49634609988533,63754.40479379308,299.75621247130493,0.0,-0.0126314652402095,[187.13577885 270.06849639],5223.848531348095,374.5248706655481,1.0,True,,,8,47-2,47,105.0
514,61,173,0,0.0,0.0,89.17110219795335,2.9874911765635006,0.0567831061483849,[214.77837624 220.23201401],5175.288812605986,390.1741473471011,0.0,True,,,8,47-61,47,0.0
515,61,174,1,14.937455882817488,223.1275882511192,104.10855808077083,3.271406707305425,0.0201444257245307,[217.18111343 222.31688808],5167.9312794632415,399.72955622264817,0.0,True,,,8,47-61,47,5.0
516,61,175,2,32.71406707305425,1070.2101844602923,121.8851692710076,3.1889354338088083,-0.1000784582618591,[216.16178678 221.45829454],5163.516759577596,404.4612282541864,0.0,True,,,8,47-61,47,10.0
517,61,176,3,46.826810220905585,2192.750155464708,135.99791241885893,2.2706221246868337,-0.0694709160406008,[217.65314955 220.56078756],5173.817305977437,417.99822778400664,0.0,True,,,8,47-61,47,15.0
518,61,177,4,55.42028831992259,3071.408357463348,144.59139051787594,2.4942262734027993,0.1884551426668231,[216.76413521 221.25778079],5172.345799348888,426.74062353068825,0.0,True,,,8,47-61,47,20.0
519,61,178,5,71.76907295493358,5150.799832810578,160.94017515288692,4.155173551355065,0.199605823290297,[215.84649291 223.49258519],5201.775931919863,436.2709862924518,0.0,True,,,8,47-61,47,25.0
520,61,179,6,96.97202383347324,9403.573406359705,186.1431260314266,4.49028450630577,-0.0095661145797341,[214.95726497 225.59872459],5187.060865634376,439.32136786140546,0.0,True,,,8,47-61,47,30.0
521,61,180,7,116.6719180179913,13612.336453996875,205.84302021594465,4.059512405557723,-0.1143522557901152,[214.81569012 228.71672061],5150.273199920657,440.52770443777354,0.0,True,,,8,47-61,47,35.0
522,61,181,8,137.5671478890505,18924.720178327887,226.73825008700385,3.346761948404617,-0.1532808168938635,[213.08991833 232.17529286],5138.501146892267,440.1384498535209,1.0,True,,,8,47-61,47,40.0
523,61,182,9,150.13953750203746,22541.880721325713,239.3106396999908,2.526704236619088,-0.0998150871333254,[212.07956361 235.78129334],5129.672107120974,437.38847697927594,1.0,True,,,8,47-61,47,45.0
524,61,183,10,162.83419025524137,26514.973516080143,252.0052924531947,2.348611077071362,-0.0500179688757404,[211.39607635 240.53231951],5138.501146892267,437.3674093095591,1.0,True,,,8,47-61,47,50.0
525,61,184,11,173.62564827275105,30145.86573813306,262.7967504707044,2.0265245478616833,-0.1103270741341489,[209.51980471 244.42495611],5125.257587235328,433.57647654526386,1.0,True,,,8,47-61,47,55.0
526,61,185,12,183.09943573385817,33525.40336605726,272.27053793181153,1.2453403357298725,-0.120067303355461,[207.90530053 247.44771163],5110.54252094984,431.2309305942349,1.0,True,,,8,47-61,47,60.0
527,61,186,13,186.07905163004978,34625.41345553873,275.25015382800314,0.8258515143070724,-0.0304163887361579,[205.68682886 250.38768098],5101.713481178548,425.591721219574,1.0,True,,,8,47-61,47,65.0
528,61,187,14,191.3579508769289,36617.86536381713,280.52905307488226,0.941176448368293,-0.0199670476812093,[204.75814478 253.26372889],5128.200600492425,420.9476111251763,1.0,True,,,8,47-61,47,70.0
529,61,188,15,195.4908161137327,38216.65918481325,284.66191831168607,0.6261810374949789,-0.0534598290369177,[203.12105732 255.69907067],5106.128001064194,412.3157437882021,1.0,True,,,8,47-61,47,75.0
530,61,189,16,197.61976125187869,39053.570037249534,286.79086344983205,0.4065781579991153,-0.03278220370636,[202.21052375 257.8249705 ],5095.827454664352,406.7105139426381,1.0,True,,,8,47-61,47,80.0
531,61,190,17,199.55659769372386,39822.83568309475,288.7276998916772,0.2983590004313782,-0.0283512649100691,[201.51220377 259.56509029],5031.081163008207,402.9628738833231,1.0,True,,,8,47-61,47,85.0
532,61,191,18,200.60335125619247,40241.70453521534,289.7744534541458,0.1230655088984235,-0.0180262311747736,[200.24181947 261.25522275],5047.267735922243,397.96289196715975,1.0,True,,,8,47-61,47,90.0
533,61,192,19,200.7872527827081,40315.52088002712,289.95835498066145,0.1180966886836415,0.0074402229993864,[199.57981198 261.81696396],5079.640881750316,394.2259575391515,1.0,True,,,8,47-61,47,95.0
534,61,193,20,201.78431814302888,40716.911048447095,290.95542034098224,0.1974677388922884,0.0014651281680755,[198.82695703 262.08581669],5069.340335350476,390.7283084379182,1.0,True,,,8,47-61,47,100.0
535,61,194,21,202.76193017163098,41112.40032692536,291.93303236958434,0.1327479703643973,-0.0178430810065702,[198.2720279  262.78037614],5035.495682893854,387.3731599696192,1.0,True,,,8,47-61,47,105.0
536,61,195,22,203.11179784667286,41254.4024245077,292.2829000446262,0.0190369288265856,-0.0164647647719601,[198.1721236  262.94217695],5041.381709408049,385.4884986798799,1.0,True,,,8,47-61,47,110.0
537,61,196,23,202.95229945989684,41189.63585605964,292.1234016578502,-0.0318996773552044,-0.010187321236358,[198.16035545 263.19246225],5063.45430883628,382.88891099135594,1.0,True,,,8,47-61,47,115.0
538,2,96,0,0.0,0.0,79.50925017329828,1.4808553648779452,0.0575380377677859,[189.98187635 232.81691733],5915.456646766012,361.6128738932759,0.0,True,,,8,48-2,48,0.0
539,2,97,1,7.404276824389726,54.8233152921948,86.91352699768801,1.768545553716875,0.0483761448356055,[193.02817583 230.0732332 ],5911.042126880365,364.9449868389567,0.0,True,,,8,48-2,48,5.0
540,2,98,2,17.68545553716875,312.7753375571728,97.19470571046703,1.964616813234001,-0.0653207087095819,[195.04513321 233.37020512],5894.855553966328,369.96066044508257,0.0,True,,,8,48-2,48,10.0
541,2,99,3,27.050444956729734,731.7265723570652,106.55969513002802,1.1153384666210555,-0.0856437181592494,[195.30189898 229.07182448],5866.896928023903,377.2598468533142,0.0,True,,,8,48-2,48,15.0
542,2,100,4,28.83884020337932,831.6787042760466,108.3480903766776,1.1081796316415065,0.1021766422439689,[195.26749042 225.08313557],5888.969527452134,382.4652548456568,0.0,True,,,8,48-2,48,20.0
543,2,101,5,38.1322412731448,1454.0678245133277,117.64149144644308,2.137104889060746,0.0940827901026119,[195.90584844 224.77475406],5903.684593737621,387.5430485762144,0.0,True,,,8,48-2,48,25.0
544,2,102,6,50.20988909398676,2521.0329628304507,129.71913926728504,2.049007532667626,-0.0493888898633255,[196.82077132 224.89685648],5881.61199430939,392.4507059105049,0.0,True,,,8,48-2,48,30.0
545,2,103,7,58.62231659982109,3436.576003529656,138.13156677311937,1.6432159904274897,-0.0293806261482806,[197.94308329 225.27410961],5888.969527452134,395.8079444843264,0.0,True,,,8,48-2,48,35.0
546,2,104,8,66.64204899826166,4441.162694686707,146.15129917155994,1.7552012711848193,0.0359939034763544,[198.55065867 225.29339263],5887.498020823585,399.3239770279971,0.0,True,,,8,48-2,48,40.0
547,2,105,9,76.17432931166925,5802.528446082633,155.68357948496754,2.0031550251910346,0.00017410987922,[198.41893668 225.8512202 ],5850.710355109866,400.2905240488155,0.0,True,,,8,48-2,48,45.0
548,2,106,10,86.673599250172,7512.312806979417,166.1828494234703,1.7569423699770197,-0.0688235876973632,[199.06917978 226.75593108],5856.596381624061,400.7496290978703,0.0,True,,,8,48-2,48,50.0
549,2,107,11,93.74375301143945,8787.891228669763,173.25300318473774,1.314919148217402,-0.0285087416118412,[199.30444021 227.74277985],5859.539394881159,399.4528595357741,1.0,True,,,8,48-2,48,55.0
550,2,108,12,99.82279073234602,9964.589549593748,179.3320409056443,1.4718549538586074,0.0436527704731184,[200.15075198 228.46894143],5868.368434652452,399.7365159128978,1.0,True,,,8,48-2,48,60.0
551,2,109,13,108.46230255002553,11764.071074453272,187.9715527233238,1.7514468529485867,0.0141952334779412,[200.88890512 231.38681737],5853.653368366964,398.34898301028954,1.0,True,,,8,48-2,48,65.0
552,2,110,14,117.33725926183189,13768.032411078351,196.84650943513017,1.61380728863802,-0.0375543379857452,[201.48187314 231.5122763 ],5853.653368366964,395.2584828906437,1.0,True,,,8,48-2,48,70.0
