,clTrackID,timepoint,rel_time,rel_r,r_squared,circle_radius,radius_velocity,radius_acceleration,wave_centroid,cell_density,ca_avg_sig,split,trackable,drug_name,drug_dose,volunteer_ID,wave_ID,image_ID,real_time
122,2,180,31,300.3196116769427,90191.86915778968,342.609113639097,0.945266966015663,-0.018076037672364,[181.17428542 233.35382531],6487.519435837547,464.6617785715078,1.0,True,,,17,37-2,37,155.0
123,2,181,32,305.13768795046656,93109.0086077563,347.42718991262086,0.8404171565194474,-0.0308957876085605,[179.71585489 234.65111907],6449.547828474092,464.14500116471254,1.0,True,,,17,37-2,37,160.0
124,2,182,33,308.7237832421372,95310.3743393381,351.0132852042915,0.6363090899300573,-0.0181011972082274,[178.8105096  236.11932423],6429.858846878227,459.064491797096,1.0,True,,,17,37-2,37,165.0
125,2,183,34,311.50077884976713,97032.73522401151,353.79028081192143,0.6594051844371733,0.0038974961502555,[177.70018574 237.42039837],6390.480883686497,456.62420827278675,1.0,True,,,17,37-2,37,170.0
126,2,184,35,315.3178350865089,99425.33712364284,357.6073370486632,0.6752840514326124,-0.0156214869641547,[176.73043779 239.09679177],6386.261816201669,454.7602688822087,1.0,True,,,17,37-2,37,175.0
127,2,185,36,318.2536193640932,101285.36623834516,360.5431213262475,0.5031903147956257,-0.0168801951961995,[175.44801184 240.55305367],6370.791902090632,452.33913101352175,1.0,True,,,17,37-2,37,180.0
128,2,186,37,320.3497382344652,102623.95478689036,362.6392401966195,0.5064820994706167,0.0028908000777079,[174.60224352 242.03793235],6383.449104545117,451.1333762243347,1.0,True,,,17,37-2,37,185.0
129,2,187,38,323.3184403587994,104534.81387604654,365.6079423209537,0.5320983155727049,-0.0150970864881219,[174.10291606 243.43748814],6379.230037060288,448.484276380739,1.0,True,,,17,37-2,37,190.0
130,2,188,39,325.6707213901923,106061.4187708082,367.9602233523466,0.3555112345893974,-0.0197309252004288,[173.78793241 244.56160296],6360.947411292699,444.0746858049273,1.0,True,,,17,37-2,37,195.0
131,2,189,40,326.8735527046934,106846.31945778798,369.1630546668477,0.3347890635684166,0.004751091614612,[173.27077717 245.547922  ],6397.512662827877,442.15265498996126,1.0,True,,,17,37-2,37,200.0
132,2,190,41,329.0186120258764,108253.24705943416,371.3081139880307,0.4030221507355179,4.158571740958683e-05,[172.76023888 246.46292002],6334.2266505554535,441.3463744162571,1.0,True,,,17,37-2,37,205.0
133,2,191,42,330.9037742120486,109497.30778777842,373.1932761742029,0.3352049207425125,-0.0172457689933168,[172.25137619 247.45998746],6337.0393622120055,438.9643708888421,1.0,True,,,17,37-2,37,210.0
