Column1
5.0e-6
5.1e-6
5.199999999999999e-6
5.3e-6
5.4e-6
5.5e-6
5.6e-6
5.7000000000000005e-6
5.7999999999999995e-6
5.9e-6
6.0e-6
6.1e-6
6.2e-6
6.3e-6
6.4000000000000006e-6
6.5e-6
6.6e-6
6.7e-6
6.799999999999999e-6
6.9e-6
7.0e-6
7.100000000000001e-6
7.2e-6
7.3e-6
7.4e-6
7.499999999999999e-6
7.6e-6
7.7e-6
7.8e-6
7.9e-6
8.0e-6
8.1e-6
8.200000000000001e-6
8.3e-6
8.4e-6
8.5e-6
8.6e-6
8.7e-6
8.8e-6
8.9e-6
8.999999999999999e-6
