Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91
112.22444889779558,120.24048096192384,129.25851703406812,140.28056112224448,153.3066132264529,170.34068136272543,195.39078156312624,238.4769539078156,385.7715430861723,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
108.21643286573145,115.23046092184367,123.24649298597193,132.2645290581162,142.28456913827654,154.30861723446893,170.34068136272543,193.38677354709418,231.46292585170337,326.6533066132264,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
105.21042084168336,111.22244488977955,118.23647294589178,125.250501002004,133.26653306613224,143.28657314629257,155.31062124248496,169.3386773547094,189.37875751503003,221.44288577154308,285.57114228456913,499.99999999999994,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
102.20440881763525,108.21643286573145,113.22645290581161,119.2384769539078,127.25450901803606,134.26853707414827,143.28657314629257,154.30861723446893,167.33466933867734,185.3707414829659,210.42084168336672,254.50901803607212,406.81362725450896,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
99.19839679358716,104.20841683366733,109.21843687374748,115.23046092184367,121.24248496993987,127.25450901803606,135.2705410821643,143.28657314629257,152.30460921843687,164.32865731462925,179.35871743486973,199.39879759519036,231.46292585170337,294.5891783567134,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
97.1943887775551,101.20240480961922,106.21242484969939,111.22244488977955,116.2324649298597,122.2444889779559,128.2565130260521,134.26853707414827,142.28456913827654,150.3006012024048,160.3206412825651,173.34669338677352,189.37875751503003,212.42484969939878,248.4969939879759,337.67535070140275,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
95.19038076152303,99.19839679358716,103.20641282565128,107.21442885771542,112.22444889779558,117.23446893787573,122.2444889779559,127.25450901803606,133.26653306613224,140.28056112224448,148.29659318637272,156.312625250501,167.33466933867734,180.36072144288576,196.39278557114227,220.44088176352702,260.5210420841683,367.7354709418837,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
93.18637274549097,97.1943887775551,100.2004008016032,104.20841683366733,108.21643286573145,113.22645290581161,117.23446893787573,122.2444889779559,127.25450901803606,132.2645290581162,138.27655310621242,145.29058116232463,152.30460921843687,161.32264529058114,171.34268537074146,184.36873747494988,200.4008016032064,223.44689378757514,261.52304609218436,358.71743486973946,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
91.18236472945891,95.19038076152303,98.19639278557113,101.20240480961922,105.21042084168336,109.21843687374748,113.22645290581161,117.23446893787573,121.24248496993987,126.25250501002003,130.26052104208415,136.27254509018036,141.2825651302605,148.29659318637272,155.31062124248496,163.3266533066132,173.34669338677352,185.3707414829659,200.4008016032064,221.44288577154308,253.5070140280561,320.6412825651302,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016,501.002004008016
89.17835671342685,93.18637274549097,96.19238476953907,99.19839679358716,102.20440881763525,106.21242484969939,109.21843687374748,113.22645290581161,116.2324649298597,120.24048096192384,124.24849699398796,129.25851703406812,133.26653306613224,138.27655310621242,144.2885771543086,149.29859719438875,156.312625250501,164.32865731462925,173.34669338677352,183.36673346693385,197.3947895791583,214.42885771543084,239.47895791583164,282.565130260521,430.86172344689373,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994,499.99999999999994
