real_time,rel_r
0.0,0.0
5.0,11.187452773296197
10.0,25.05170771347187
15.0,38.85585088228536
20.0,52.21876621435717
25.0,67.05509137573614
30.0,83.68100928217537
35.0,97.2913071478465
40.0,110.96847718237353
45.0,123.21181102457376
50.0,134.26556678504068
55.0,143.95918006558205
60.0,152.809198383763
