real_time,rel_r
0.0,0.0
5.0,7.155550762330811
10.0,10.133877300256291
15.0,11.880387228211399
20.0,13.036857427799584
25.0,14.898208596178693
30.0,16.799298821379008
35.0,17.88877050156417
40.0,18.81672378874214
45.0,19.754457547069702
50.0,21.137832970602492
55.0,22.355066229401707
60.0,23.077737749801145
