time,r_simple
6.4,86.61913328875987
6.42,86.85376188878963
6.44,87.08827833910526
6.46,87.32268298799896
6.48,87.55697618160623
6.5,87.79115826392595
6.52,88.02522957684015
6.54,88.25919046013333
6.56,88.49304125151178
6.58,88.72678228662262
6.6,88.96041389907258
6.62,89.19393642044652
6.64,89.42735018032567
6.66,89.66065550630593
6.68,89.89385272401562
6.7,90.12694215713307
6.72,90.35992412740444
6.74,90.59279895466045
6.76,90.82556695683387
6.78,91.05822844997618
6.8,91.29078374827424
6.82,91.52323316406664
6.84,91.75557700786027
6.86,91.98781558834598
6.88,92.21994921241478
6.9,92.45197818517342
6.92,92.68390280995986
6.94,92.91572338835863
6.96,93.14744022021615
6.98,93.3790536036554
7.0,93.61056383509107
7.02,93.84197120924391
7.04,94.07327601915546
7.06,94.30447855620218
7.08,94.53557911010962
7.1,94.7665779689666
7.12,94.99747541923875
7.14,95.2282717457824
7.16,95.45896723185805
7.18,95.6895621591437
7.2,95.92005680774815
7.22,96.15045145622399
7.24,96.38074638158062
7.26,96.61094185929696
7.28,96.8410381633341
7.3,97.07103556614797
7.32,97.30093433870147
7.34,97.53073475047681
7.36,97.76043706948778
7.38,97.99004156229134
7.4,98.21954849399994
7.42,98.44895812829272
7.44,98.67827072742759
7.46,98.90748655225235
7.48,99.1366058622162
7.5,99.36562891538087
7.52,99.59455596843173
7.54,99.82338727668892
7.56,100.0521230941179
7.58,100.2807636733406
7.6,100.50930926564565
7.62,100.73776012099931
7.64,100.96611648805543
7.66,101.19437861416627
7.68,101.42254674539221
7.7,101.65062112651226
7.72,101.87860200103358
7.74,102.1064896112019
7.76,102.33428419801089
7.78,102.561986001212
7.8,102.78959525932405
7.82,103.0171122096426
7.84,103.24453708824956
7.86,103.47187013002224
7.88,103.69911156864256
7.9,103.92626163660648
7.92,104.15332056523252
7.94,104.38028858467099
7.96,104.60716592391283
7.98,104.83395281079822
8.0,105.06064947202525
8.02,105.28725613315846
8.04,105.5137730186376
8.06,105.74020035178556
8.08,105.96653835481702
8.1,106.19278724884659
8.12,106.41894725389693
8.14,106.64501858890695
8.16,106.87100147173943
8.18,107.0968961191895
8.2,107.32270274699195
8.22,107.54842156982934
8.24,107.77405280133942
8.26,107.99959665412287
8.28,108.225053339751
8.3,108.4504230687728
8.32,108.67570605072272
8.34,108.90090249412772
8.36,109.12601260651476
8.38,109.35103659441772
8.4,109.57597466338468
8.42,109.80082701798496
8.44,110.02559386181598
8.46,110.25027539751034
8.48,110.47487182674237
8.5,110.69938335023534
8.52,110.92381016776781
8.54,111.1481524781804
8.56,111.37241047938247
8.58,111.59658436835845
8.6,111.82067434117451
8.62,112.04468059298488
8.64,112.26860331803817
8.66,112.49244270968373
8.68,112.71619896037778
8.7,112.93987226168963
8.72,113.16346280430794
8.74,113.38697077804653
8.76,113.61039637185047
8.78,113.83373977380222
8.8,114.05700117112728
8.82,114.2801807502
8.84,114.50327869654976
8.86,114.72629519486624
8.88,114.94923042900533
8.9,115.17208458199478
8.92,115.39485783603975
8.94,115.61755037252831
8.96,115.84016237203694
8.98,116.06269401433596
9.0,116.28514547839495
9.02,116.50751694238816
9.04,116.72980858369954
9.06,116.95202057892824
9.08,117.1741531038937
9.1,117.39620633364089
9.12,117.61818044244522
9.14,117.8400756038179
9.16,118.06189199051062
9.18,118.2836297745208
9.2,118.50528912709639
9.22,118.72687021874079
9.24,118.94837321921761
9.26,119.16979829755573
9.28,119.39114562205363
9.3,119.61241536028464
9.32,119.83360767910108
9.34,120.05472274463938
9.36,120.27576072232428
9.38,120.49672177687377
