label,volunteer_id,density,measured_density_mean,target_size,time,first_ca_peak,adjusted_time,accumulation,accumulation-per-target,unique_ID
10m-1,8,10,8116.6240643734,2046.1100000000004,9.666666666666666,5.083333333333333,4.583333333333333,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,9.75,5.083333333333333,4.666666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,9.833333333333334,5.083333333333333,4.750000000000001,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,9.916666666666666,5.083333333333333,4.833333333333333,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.0,5.083333333333333,4.916666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.083333333333334,5.083333333333333,5.000000000000001,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.166666666666666,5.083333333333333,5.083333333333333,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.25,5.083333333333333,5.166666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.333333333333334,5.083333333333333,5.250000000000001,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.416666666666666,5.083333333333333,5.333333333333333,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.5,5.083333333333333,5.416666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.583333333333334,5.083333333333333,5.500000000000001,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.666666666666666,5.083333333333333,5.583333333333333,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.75,5.083333333333333,5.666666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.833333333333334,5.083333333333333,5.750000000000001,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,10.916666666666666,5.083333333333333,5.833333333333333,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.0,5.083333333333333,5.916666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.083333333333334,5.083333333333333,6.000000000000001,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.166666666666666,5.083333333333333,6.083333333333333,7.9892695798852635,0.003904613916106789,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.25,5.083333333333333,6.166666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.333333333333334,5.083333333333333,6.250000000000001,7.988244452765208,0.0039041129033948354,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.416666666666666,5.083333333333333,6.333333333333333,7.551145309999527,0.0036904884439250703,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.5,5.083333333333333,6.416666666666667,0.0,0.0,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.583333333333334,5.083333333333333,6.500000000000001,7.882868092057044,0.0038526120746475226,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.666666666666666,5.083333333333333,6.583333333333333,9.102614417433216,0.004448741474032782,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.75,5.083333333333333,6.666666666666667,8.339957072932389,0.004076006213220397,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.833333333333334,5.083333333333333,6.750000000000001,16.445097027659827,0.008037249721500713,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,11.916666666666666,5.083333333333333,6.833333333333333,8.053555782476801,0.003936032658301264,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.0,5.083333333333333,6.916666666666667,30.542888281671353,0.014927295346619364,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.083333333333334,5.083333333333333,7.000000000000001,23.352941564480915,0.011413336313531976,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.166666666666666,5.083333333333333,7.083333333333333,22.396496304491563,0.010945890643460791,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.25,5.083333333333333,7.166666666666667,11.913095855317332,0.005822314467607963,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.333333333333334,5.083333333333333,7.250000000000001,18.264540447682794,0.008926470447670356,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.416666666666666,5.083333333333333,7.333333333333333,25.40371335679931,0.01241561468190826,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.5,5.083333333333333,7.416666666666667,42.10809753729129,0.020579586404099137,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.583333333333334,5.083333333333333,7.500000000000001,52.37803397642088,0.02559883582819148,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.666666666666666,5.083333333333333,7.583333333333333,58.1935634970931,0.0284410728148013,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.75,5.083333333333333,7.666666666666667,70.37567679077283,0.03439486478770585,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.833333333333334,5.083333333333333,7.750000000000001,59.48058500022176,0.029070081765018376,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,12.916666666666666,5.083333333333333,7.833333333333333,85.43385080593256,0.04175428046680411,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.0,5.083333333333333,7.916666666666667,91.22727325832719,0.044585713015589175,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.083333333333334,5.083333333333333,8.0,88.50470292493196,0.04325510501631483,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.166666666666666,5.083333333333333,8.083333333333332,94.93007086691053,0.04639538972338267,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.25,5.083333333333333,8.166666666666668,88.44607456450848,0.04322645144420802,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.333333333333334,5.083333333333333,8.25,102.12205162186326,0.04991034285637783,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.416666666666666,5.083333333333333,8.333333333333332,107.5623415469207,0.052569188140872525,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.5,5.083333333333333,8.416666666666668,97.25161062854578,0.047530001138035474,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.583333333333334,5.083333333333333,8.5,107.51455716867552,0.052545834372871206,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.666666666666666,5.083333333333333,8.583333333333332,118.06054964702412,0.05770000129368612,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.75,5.083333333333333,8.666666666666668,124.51944942574694,0.06085667409168956,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.833333333333334,5.083333333333333,8.75,111.81356377475699,0.05464689766178601,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,13.916666666666666,5.083333333333333,8.833333333333332,106.97382687916469,0.05228156202704873,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.0,5.083333333333333,8.916666666666668,120.38590411520225,0.05883647707855503,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.083333333333334,5.083333333333333,9.0,112.53872861591877,0.05500130912605811,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.166666666666666,5.083333333333333,9.083333333333332,127.58744988146087,0.062356104941308554,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.25,5.083333333333333,9.166666666666668,131.14779487479808,0.06409616045803894,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.333333333333334,5.083333333333333,9.25,127.70224206244892,0.06241220758534433,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.416666666666666,5.083333333333333,9.333333333333332,139.92566461795832,0.06838618872785837,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.5,5.083333333333333,9.416666666666668,147.63866865645522,0.07215578275677026,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.583333333333334,5.083333333333333,9.5,147.12835550629117,0.07190637624873107,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.666666666666666,5.083333333333333,9.583333333333332,156.8362390425802,0.07665093227762934,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.75,5.083333333333333,9.666666666666668,154.2698513536867,0.07539665577788422,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.833333333333334,5.083333333333333,9.75,139.74254781890573,0.06829669363763713,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,14.916666666666666,5.083333333333333,9.833333333333332,163.9354499283128,0.08012054578117148,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.0,5.083333333333333,9.916666666666668,171.27627796318936,0.08370824538426054,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.083333333333334,5.083333333333333,10.0,170.7835020915211,0.08346740991027904,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.166666666666666,5.083333333333333,10.083333333333332,166.77316961341276,0.08150743098533937,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.25,5.083333333333333,10.166666666666668,177.68723074440462,0.08684148493698021,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.333333333333334,5.083333333333333,10.25,162.45941333024763,0.07939915905315335,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.416666666666666,5.083333333333333,10.333333333333332,175.0878390679046,0.08557107832321066,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.5,5.083333333333333,10.416666666666668,180.3577681788511,0.08814666277905443,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.583333333333334,5.083333333333333,10.5,180.4920310584389,0.08821228138195839,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.666666666666666,5.083333333333333,10.583333333333332,178.66586571785038,0.0873197754362426,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.75,5.083333333333333,10.666666666666668,185.97430462470373,0.09089164542703164,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.833333333333334,5.083333333333333,10.75,181.43654572975817,0.08867389618825876,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,15.916666666666666,5.083333333333333,10.833333333333332,188.19808666291502,0.09197847948688731,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.0,5.083333333333333,10.916666666666668,191.53039929453766,0.09360708822816839,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.083333333333332,5.083333333333333,11.0,185.37713433595297,0.09059978903184723,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.166666666666668,5.083333333333333,11.083333333333336,192.96299382708617,0.09430724341657395,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.25,5.083333333333333,11.166666666666668,198.51223465991387,0.0970193365263421,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.333333333333332,5.083333333333333,11.25,201.905523499065,0.09867774630839249,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.416666666666668,5.083333333333333,11.333333333333336,186.47059579480955,0.09113419894082406,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.5,5.083333333333333,11.416666666666668,191.71238142223862,0.09369602876787592,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.583333333333332,5.083333333333333,11.5,188.5671859242825,0.09215887020946209,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.666666666666668,5.083333333333333,11.583333333333336,188.77158580906237,0.09225876703063977,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.75,5.083333333333333,11.666666666666668,204.20174260904955,0.09979998270330016,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.833333333333332,5.083333333333333,11.75,199.044324326953,0.09727938592106629,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,16.916666666666668,5.083333333333333,11.833333333333336,203.12871335644547,0.09927555867301632,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,17.0,5.083333333333333,11.916666666666668,207.27225840873217,0.1013006428827053,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,17.083333333333332,5.083333333333333,12.0,219.18422907768377,0.1071224074354183,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,17.166666666666668,5.083333333333333,12.083333333333336,226.33170265906273,0.11061560847611453,8-10m-1
10m-1,8,10,8116.6240643734,2046.1100000000004,17.25,5.083333333333333,12.166666666666668,217.74364655938962,0.10641834826054786,8-10m-1
