time,r_relay
1,-21.04208416833667
2,0.0
3,7.014028056112224
4,12.02404809619238
5,17.034068136272545
6,21.04208416833667
7,25.0501002004008
8,28.056112224448896
9,32.06412825651302
10,35.07014028056112
11,38.07615230460922
12,41.082164328657306
13,44.0881763527054
14,47.09418837675351
15,50.1002004008016
16,52.10420841683366
17,55.11022044088176
18,58.11623246492985
19,61.122244488977955
20,64.12825651302605
21,66.1322645290581
22,69.13827655310621
23,72.1442885771543
24,74.14829659318636
25,77.15430861723446
26,80.16032064128255
27,83.16633266533066
28,85.17034068136272
29,88.1763527054108
30,91.18236472945891
31,93.18637274549097
32,96.19238476953906
33,99.19839679358716
34,101.20240480961922
35,104.20841683366733
36,107.21442885771542
37,109.21843687374748
38,112.22444889779557
39,114.22845691382763
40,117.23446893787575
41,120.24048096192384
42,122.2444889779559
43,125.25050100200399
44,127.25450901803605
45,130.26052104208418
46,132.26452905811624
47,135.2705410821643
48,137.27454909819636
49,140.28056112224448
50,143.2865731462926
51,145.29058116232466
52,148.29659318637272
53,150.30060120240478
54,153.3066132264529
55,155.31062124248496
56,158.31663326653307
57,160.32064128256513
58,163.3266533066132
59,165.33066132264526
60,168.33667334669337
61,170.34068136272543
62,172.3446893787575
63,175.3507014028056
64,177.35470941883767
65,180.36072144288573
66,182.3647294589178
67,185.3707414829659
68,187.37474949899797
69,190.3807615230461
70,192.38476953907815
71,194.3887775551102
72,197.39478957915827
73,199.39879759519033
74,202.40480961923845
75,204.4088176352705
76,206.41282565130257
77,209.4188376753507
78,211.42284569138275
79,213.4268537074148
80,216.43286573146293
81,218.43687374749499
82,220.44088176352705
83,223.4468937875751
84,225.45090180360717
85,227.45490981963923
86,230.46092184368734
87,232.4649298597194
88,234.46893787575146
89,236.47294589178358
90,239.47895791583164
91,241.4829659318637
92,243.48697394789576
93,245.49098196392782
94,247.49498997995988
95,249.49899799599194
96,252.50501002004006
97,254.50901803607212
98,256.5130260521042
99,258.51703406813624
100,260.5210420841683
101,262.52505010020036
102,264.5290581162325
103,266.53306613226454
104,267.53507014028054
105,269.5390781563126
106,271.54308617234466
107,273.5470941883767
108,274.5490981963928
109,276.55310621242484
110,277.55511022044084
111,279.55911823647295
112,280.56112224448896
113,281.563126252505
114,282.565130260521
115,283.5671342685371
116,284.5691382765531
117,284.5691382765531
118,284.5691382765531
119,284.5691382765531
120,283.5671342685371
121,281.563126252505
122,277.55511022044084
123,-21.04208416833667
124,-21.04208416833667
125,-21.04208416833667
126,-21.04208416833667
127,-21.04208416833667
128,-21.04208416833667
129,-21.04208416833667
130,-21.04208416833667
131,-21.04208416833667
132,-21.04208416833667
133,-21.04208416833667
134,-21.04208416833667
135,-21.04208416833667
136,-21.04208416833667
137,-21.04208416833667
138,-21.04208416833667
139,-21.04208416833667
140,-21.04208416833667
141,-21.04208416833667
142,-21.04208416833667
143,-21.04208416833667
144,-21.04208416833667
145,-21.04208416833667
146,-21.04208416833667
147,-21.04208416833667
148,-21.04208416833667
149,-21.04208416833667
150,-21.04208416833667
151,-21.04208416833667
152,-21.04208416833667
153,-21.04208416833667
154,-21.04208416833667
155,-21.04208416833667
