time,r_relay
-2.0,0
-1.0,20.040080160320638
0.0,25.0501002004008
1.0,29.058116232464926
2.0,33.06613226452905
3.0,36.07214428857715
4.0,39.07815631262525
5.0,42.08416833667334
6.0,44.0881763527054
7.0,46.09218436873747
8.0,48.09619238476954
9.0,50.1002004008016
10.0,52.104208416833664
11.0,54.108216432865724
12.0,55.110220440881754
13.0,57.11422845691382
14.0,58.11623246492985
15.0,60.12024048096192
16.0,61.12224448897795
17.0,63.126252505010015
18.0,64.12825651302605
19.0,66.1322645290581
20.0,67.13426853707413
21.0,68.13627254509018
22.0,70.14028056112224
23.0,71.14228456913827
24.0,72.1442885771543
25.0,73.14629258517033
26.0,75.1503006012024
27.0,76.15230460921843
28.0,77.15430861723446
29.0,78.1563126252505
30.0,80.16032064128255
31.0,81.16232464929858
32.0,82.16432865731463
33.0,83.16633266533066
34.0,85.17034068136272
35.0,86.17234468937875
36.0,87.17434869739478
37.0,88.1763527054108
38.0,90.18036072144288
39.0,91.18236472945891
40.0,92.18436873747494
41.0,94.188376753507
42.0,95.19038076152303
43.0,96.19238476953907
44.0,98.19639278557113
45.0,99.19839679358716
46.0,100.2004008016032
47.0,101.20240480961922
48.0,103.20641282565128
49.0,104.20841683366733
50.0,105.21042084168336
51.0,106.21242484969939
52.0,107.21442885771542
53.0,108.21643286573145
54.0,110.22044088176351
55.0,111.22244488977955
56.0,112.22444889779558
57.0,113.22645290581161
58.0,114.22845691382764
59.0,116.2324649298597
60.0,117.23446893787573
61.0,118.23647294589178
62.0,119.2384769539078
63.0,120.24048096192384
64.0,122.2444889779559
65.0,123.24649298597193
66.0,124.24849699398796
67.0,126.25250501002003
68.0,127.25450901803606
69.0,128.2565130260521
70.0,130.26052104208415
71.0,131.26252505010018
72.0,133.26653306613224
73.0,134.26853707414827
74.0,135.2705410821643
75.0,137.2745490981964
76.0,139.27855711422845
77.0,140.28056112224448
78.0,141.2825651302605
79.0,143.28657314629257
80.0,145.29058116232463
81.0,146.29258517034066
82.0,148.29659318637272
83.0,149.29859719438875
84.0,151.30260521042084
85.0,152.30460921843687
86.0,154.30861723446893
87.0,155.31062124248496
88.0,157.31462925851702
89.0,158.31663326653305
90.0,159.31863727454908
91.0,161.32264529058114
92.0,163.3266533066132
93.0,164.32865731462925
94.0,164.32865731462925
95.0,165.33066132264528
96.0,167.33466933867734
97.0,168.33667334669337
98.0,170.34068136272543
99.0,171.34268537074146
100.0,173.34669338677352
101.0,174.34869739478955
102.0,176.3527054108216
103.0,177.35470941883764
104.0,178.3567134268537
105.0,180.36072144288576
106.0,182.36472945891782
107.0,183.36673346693385
108.0,185.3707414829659
109.0,187.37474949899797
110.0,188.376753507014
111.0,190.38076152304606
112.0,192.38476953907815
113.0,193.38677354709418
114.0,195.39078156312624
115.0,196.39278557114227
116.0,198.39679358717433
117.0,200.4008016032064
118.0,201.40280561122242
119.0,203.40681362725448
120.0,205.41082164328654
121.0,206.41282565130257
122.0,208.41683366733466
123.0,209.4188376753507
124.0,211.42284569138275
125.0,213.4268537074148
126.0,214.42885771543084
127.0,214.42885771543084
128.0,216.4328657314629
129.0,217.43486973947893
130.0,219.438877755511
131.0,220.44088176352702
132.0,222.4448897795591
133.0,224.44889779559117
134.0,225.4509018036072
135.0,227.45490981963925
136.0,228.45691382765528
137.0,230.46092184368734
138.0,232.4649298597194
139.0,233.46693386773543
140.0,235.47094188376752
141.0,237.47494989979958
142.0,238.4769539078156
143.0,240.48096192384767
144.0,242.48496993987973
145.0,244.4889779559118
146.0,245.49098196392782
147.0,247.49498997995988
148.0,249.49899799599197
149.0,251.50300601202403
150.0,252.50501002004006
151.0,253.5070140280561
152.0,255.51102204408815
153.0,257.51503006012024
154.0,259.5190380761523
155.0,260.5210420841683
156.0,262.52505010020036
157.0,264.5290581162324
158.0,265.5310621242485
159.0,266.5330661322645
160.0,267.53507014028054
161.0,269.5390781563126
162.0,271.54308617234466
163.0,272.5450901803607
164.0,274.5490981963928
165.0,276.55310621242484
166.0,277.55511022044084
167.0,279.5591182364729
168.0,281.56312625250496
169.0,282.565130260521
170.0,284.5691382765531
171.0,286.57314629258514
172.0,287.5751503006012
173.0,289.57915831663325
174.0,291.5831663326653
175.0,293.5871743486974
176.0,294.5891783567134
177.0,296.59318637274544
178.0,298.5971943887775
179.0,300.6012024048096
180.0,301.6032064128256
181.0,303.6072144288577
182.0,305.61122244488973
183.0,306.6132264529058
184.0,308.61723446893785
185.0,310.6212424849699
186.0,312.625250501002
187.0,313.62725450901803
188.0,314.62925851703403
189.0,316.6332665330661
190.0,318.63727454909815
191.0,318.63727454909815
192.0,320.6412825651302
193.0,322.64529058116227
194.0,322.64529058116227
195.0,324.64929859719433
196.0,326.6533066132264
197.0,326.6533066132264
198.0,328.6573146292585
199.0,329.6593186372745
200.0,331.66332665330657
201.0,333.66733466933863
202.0,335.6713426853707
203.0,336.67334669338675
204.0,338.6773547094188
205.0,340.68136272545087
206.0,341.68336673346687
207.0,343.687374749499
208.0,345.69138276553105
209.0,347.6953907815631
210.0,348.6973947895791
211.0,350.70140280561117
212.0,352.7054108216432
213.0,353.7074148296593
214.0,356.7134268537074
215.0,358.71743486973946
216.0,359.71943887775547
217.0,361.7234468937875
218.0,363.7274549098196
219.0,365.73146292585164
220.0,366.7334669338677
221.0,368.73747494989976
222.0,370.7414829659318
223.0,372.7454909819639
224.0,373.74749498997994
225.0,374.74949899799594
226.0,377.75551102204406
227.0,378.75751503006006
228.0,379.7595190380761
229.0,380.7615230460921
230.0,382.7655310621242
231.0,384.7695390781563
232.0,385.7715430861723
233.0,387.77555110220436
234.0,389.7795591182364
235.0,390.7815631262525
236.0,392.78557114228454
237.0,394.7895791583166
238.0,395.7915831663326
239.0,397.79559118236466
240.0,399.7995991983968
241.0,401.80360721442884
242.0,403.8076152304609
243.0,404.8096192384769
244.0,406.81362725450896
245.0,408.817635270541
246.0,410.8216432865731
247.0,411.82364729458914
248.0,414.82965931863725
249.0,416.8336673346693
250.0,417.8356713426853
251.0,419.8396793587174
252.0,421.84368737474944
253.0,423.8476953907815
254.0,424.84969939879755
255.0,426.8537074148296
256.0,428.8577154308617
257.0,430.86172344689373
258.0,431.8637274549098
259.0,432.8657314629258
260.0,434.86973947895785
261.0,436.8737474949899
262.0,436.8737474949899
263.0,438.877755511022
264.0,440.88176352705403
265.0,440.88176352705403
266.0,442.88577154308615
267.0,443.88777555110215
268.0,445.8917835671342
269.0,447.8957915831663
270.0,449.89979959919833
271.0,451.9038076152304
272.0,452.90581162324645
273.0,454.9098196392785
274.0,456.91382765531057
275.0,457.9158316633266
276.0,460.9218436873747
277.0,461.92384769539075
278.0,463.9278557114228
279.0,465.93186372745487
280.0,467.9358717434869
281.0,468.93787575150293
282.0,470.94188376753505
283.0,472.9458917835671
284.0,474.94989979959917
285.0,475.95190380761517
286.0,477.9559118236472
287.0,479.9599198396793
288.0,480.96192384769535
289.0,481.96392785571135
290.0,483.9679358717434
291.0,484.96993987975947
292.0,484.96993987975947
293.0,485.9719438877755
294.0,486.9739478957915
295.0,486.9739478957915
296.0,487.9759519038076
297.0,487.9759519038076
298.0,487.9759519038076
299.0,488.9779559118236
300.0,488.9779559118236
301.0,488.9779559118236
302.0,488.9779559118236
303.0,488.9779559118236
304.0,488.9779559118236
