time,r_relay
0.0,0
1.0,21.04208416833667
2.0,26.052104208416832
3.0,31.06212424849699
4.0,35.07014028056112
5.0,39.07815631262525
6.0,42.08416833667334
7.0,45.09018036072144
8.0,48.09619238476954
9.0,51.10220440881763
10.0,54.108216432865724
11.0,56.11222444889779
12.0,59.11823647294589
13.0,61.12224448897795
14.0,64.12825651302605
15.0,66.1322645290581
16.0,69.13827655310621
17.0,71.14228456913827
18.0,73.14629258517033
19.0,76.15230460921843
20.0,78.1563126252505
21.0,81.16232464929858
22.0,83.16633266533066
23.0,86.17234468937875
24.0,89.17835671342685
25.0,91.18236472945891
26.0,94.188376753507
27.0,96.19238476953907
28.0,99.19839679358716
29.0,102.20440881763525
30.0,105.21042084168336
31.0,107.21442885771542
32.0,110.22044088176351
33.0,113.22645290581161
34.0,116.2324649298597
35.0,119.2384769539078
36.0,122.2444889779559
37.0,125.250501002004
38.0,127.25450901803606
39.0,131.26252505010018
40.0,133.26653306613224
41.0,136.27254509018036
42.0,139.27855711422845
43.0,141.2825651302605
44.0,144.2885771543086
45.0,146.29258517034066
46.0,149.29859719438875
47.0,152.30460921843687
48.0,154.30861723446893
49.0,157.31462925851702
50.0,159.31863727454908
51.0,162.32464929859717
52.0,165.33066132264528
53.0,168.33667334669337
54.0,171.34268537074146
55.0,174.34869739478955
56.0,177.35470941883764
57.0,180.36072144288576
58.0,183.36673346693385
59.0,187.37474949899797
60.0,189.37875751503003
61.0,193.38677354709418
62.0,196.39278557114227
63.0,199.39879759519036
64.0,202.40480961923845
65.0,205.41082164328654
66.0,208.41683366733466
67.0,211.42284569138275
68.0,214.42885771543084
69.0,217.43486973947893
70.0,220.44088176352702
71.0,223.44689378757514
72.0,226.45290581162322
73.0,229.45891783567131
74.0,232.4649298597194
75.0,235.47094188376752
76.0,237.47494989979958
77.0,240.48096192384767
78.0,243.48697394789576
79.0,246.49298597194385
80.0,249.49899799599197
81.0,252.50501002004006
82.0,255.51102204408815
83.0,258.51703406813624
84.0,262.52505010020036
85.0,264.5290581162324
86.0,268.53707414829654
87.0,271.54308617234466
88.0,275.5511022044088
89.0,277.55511022044084
90.0,281.56312625250496
91.0,284.5691382765531
92.0,288.5771543086172
93.0,290.58116232464926
94.0,294.5891783567134
95.0,297.5951903807615
96.0,300.6012024048096
97.0,303.6072144288577
98.0,306.6132264529058
99.0,310.6212424849699
100.0,313.62725450901803
101.0,316.6332665330661
102.0,319.6392785571142
103.0,322.64529058116227
104.0,325.6513026052104
105.0,327.65531062124245
106.0,330.66132264529057
107.0,333.66733466933863
108.0,337.67535070140275
109.0,340.68136272545087
110.0,344.689378757515
111.0,347.6953907815631
112.0,350.70140280561117
113.0,353.7074148296593
114.0,357.7154308617234
115.0,360.7214428857715
116.0,363.7274549098196
117.0,367.7354709418837
118.0,370.7414829659318
119.0,373.74749498997994
120.0,376.753507014028
121.0,380.7615230460921
122.0,383.76753507014024
123.0,386.77354709418836
124.0,389.7795591182364
125.0,393.78757515030054
126.0,395.7915831663326
127.0,399.7995991983968
128.0,402.80561122244484
129.0,405.81162324649296
130.0,408.817635270541
131.0,411.82364729458914
132.0,413.8276553106212
133.0,416.8336673346693
134.0,420.84168336673343
135.0,423.8476953907815
136.0,426.8537074148296
137.0,430.86172344689373
138.0,433.86773547094185
139.0,437.875751503006
140.0,440.88176352705403
141.0,443.88777555110215
142.0,446.89378757515027
143.0,450.9018036072144
144.0,453.90781563126245
145.0,457.9158316633266
146.0,460.9218436873747
147.0,463.9278557114228
148.0,466.93386773547087
149.0,469.939879759519
150.0,472.9458917835671
151.0,475.95190380761517
152.0,479.9599198396793
153.0,481.96392785571135
154.0,484.96993987975947
155.0,486.9739478957915
156.0,488.9779559118236
157.0,489.97995991983964
158.0,490.98196392785565
159.0,490.98196392785565
160.0,491.9839679358717
161.0,491.9839679358717
162.0,491.9839679358717
163.0,491.9839679358717
164.0,491.9839679358717
165.0,491.9839679358717
