Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31
70.14028056112224,84.16833667334669,107.21442885771542,253.5070140280561,486.9739478957915,486.9739478957915,487.9759519038076,487.9759519038076,487.9759519038076,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236,488.9779559118236
65.13026052104208,73.14629258517033,81.16232464929858,90.18036072144288,101.20240480961922,117.23446893787573,144.2885771543086,491.9839679358717,491.9839679358717,492.9859719438877,492.9859719438877,492.9859719438877,492.9859719438877,492.9859719438877,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376,493.98797595190376
66.1322645290581,73.14629258517033,80.16032064128255,87.17434869739478,96.19238476953907,105.21042084168336,119.2384769539078,139.27855711422845,185.3707414829659,493.98797595190376,493.98797595190376,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976,494.98997995991976
67.13426853707413,73.14629258517033,80.16032064128255,87.17434869739478,94.188376753507,102.20440881763525,112.22444889779558,126.25250501002003,146.29258517034066,192.38476953907815,494.98997995991976,494.98997995991976,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358
68.13627254509018,74.14829659318636,80.16032064128255,87.17434869739478,94.188376753507,101.20240480961922,110.22044088176351,121.24248496993987,135.2705410821643,159.31863727454908,227.45490981963925,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,495.9919839679358,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518
68.13627254509018,75.1503006012024,81.16232464929858,87.17434869739478,94.188376753507,101.20240480961922,108.21643286573145,118.23647294589178,130.26052104208415,148.29659318637272,180.36072144288576,495.9919839679358,495.9919839679358,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518
69.13827655310621,75.1503006012024,81.16232464929858,87.17434869739478,94.188376753507,100.2004008016032,108.21643286573145,116.2324649298597,127.25450901803606,142.28456913827654,165.33066132264528,220.44088176352702,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679
70.14028056112224,76.15230460921843,82.16432865731463,88.1763527054108,94.188376753507,100.2004008016032,107.21442885771542,115.23046092184367,125.250501002004,138.27655310621242,156.312625250501,191.3827655310621,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,496.9939879759518,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679
70.14028056112224,77.15430861723446,82.16432865731463,88.1763527054108,94.188376753507,100.2004008016032,107.21442885771542,115.23046092184367,124.24849699398796,136.27254509018036,151.30260521042084,178.3567134268537,253.5070140280561,496.9939879759518,496.9939879759518,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679
71.14228456913827,77.15430861723446,83.16633266533066,89.17835671342685,94.188376753507,101.20240480961922,107.21442885771542,115.23046092184367,123.24649298597193,134.26853707414827,148.29659318637272,170.34068136272543,215.43086172344687,496.9939879759518,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679,497.9959919839679
